name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kansas,2014-01-03,4.2,-15.2,-4,-0.5,-20.1,-9.7,-11,59.5,0,0,0,,,,52.7,34,159.9,1020,0,15.9,120,10.3,5,,2014-01-03T07:42:04,2014-01-03T17:12:40,0.03,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-04,3.2,-8.3,-2.3,3.2,-17.1,-7.1,-7.4,68.9,2.44,100,20.83,snow,,,48.8,31.1,190.4,1013.1,56.7,11.9,53.5,4.7,2,,2014-01-04T07:42:06,2014-01-04T17:13:33,0.07,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-05,-8.3,-16.2,-11.8,-15.9,-27.6,-21,-18.3,59.3,1.88,100,20.83,snow,,,60.6,33.4,282.9,1028.1,74,11.7,85.7,7.4,4,,2014-01-05T07:42:06,2014-01-05T17:14:27,0.11,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-06,-13,-22.3,-18.2,-18,-31.2,-25,-25.5,53.5,0,0,0,,,,46.4,27.6,286.8,1036,5.4,15.9,130.3,11.1,5,,2014-01-06T07:42:05,2014-01-06T17:15:22,0.16,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-07,3.8,-17.6,-6.9,1.5,-23.8,-10.7,-13.4,61,0,0,0,,,,25.9,18.7,189.5,1023.9,0,15.9,124.9,10.9,5,,2014-01-07T07:42:01,2014-01-07T17:16:18,0.22,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-08,-1.2,-8,-4.3,-4.6,-12.4,-8.4,-9.3,68.4,0,0,0,,,,29.5,20.7,45.3,1026.6,27.2,14.5,74.8,6.3,3,,2014-01-08T07:41:54,2014-01-08T17:17:16,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-09,-0.1,-7.3,-4.3,-3.7,-12.5,-8.4,-7.2,80.8,0,0,0,,,,,13.8,104.8,1023.4,90.5,7.3,83.5,7.2,3,,2014-01-09T07:41:46,2014-01-09T17:18:15,0.32,Overcast,Cloudy skies throughout the day.,cloudy,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-10,4.9,0,2.4,3.7,-3.7,-0.3,1.2,91.8,0,0,0,,,,27.7,17.4,172.1,1006.4,98.3,5.9,33.7,2.9,2,,2014-01-10T07:41:36,2014-01-10T17:19:14,0.37,Overcast,Cloudy skies throughout the day.,cloudy,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-11,9,-0.2,3.4,6.1,-4.5,0.5,-1.5,72,0,0,0,,,,38.8,28,259.6,1010.4,20.5,14.2,126.3,10.9,5,,2014-01-11T07:41:23,2014-01-11T17:20:15,0.41,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-12,17.9,1.8,8.6,17.9,-0.8,6.7,-2.2,49,0,0,0,,,,47.7,28.1,219.2,1003.6,0,16,117.4,10,5,,2014-01-12T07:41:08,2014-01-12T17:21:17,0.44,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-13,9.2,1.7,5.1,7.1,-2.1,2.6,-2,61.9,0,0,0,,,,35.3,22,267.5,1010.2,9.7,16,130.7,11.1,5,,2014-01-13T07:40:51,2014-01-13T17:22:20,0.47,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-14,7.1,-3.3,3.6,2.9,-7.8,0.1,-7.7,46,0,0,0,,,,65.1,41.2,302.1,1017.5,14.1,16,122,10.5,5,,2014-01-14T07:40:32,2014-01-14T17:23:23,0.49,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-15,4.9,-8.8,-1.4,4.9,-11.7,-4.4,-10.2,52.2,0,0,0,,,,,15.3,246.9,1021.1,42.5,16,124.2,10.7,5,,2014-01-15T07:40:11,2014-01-15T17:24:27,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-16,9,-2.1,4.3,4.8,-11,-0.1,-6.9,45.9,0,0,0,,,,72.4,55.2,293,1013.1,60,15.9,124.2,10.8,5,,2014-01-16T07:39:48,2014-01-16T17:25:32,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-17,2.7,-7.1,-2.9,0.4,-14.9,-8,-15.5,39.7,0,0,0,,,,90,35.4,259,1021.5,7.5,16,139.2,11.9,6,,2014-01-17T07:39:23,2014-01-17T17:26:38,0.51,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-18,10,-3.8,3.2,10,-7.1,-0.8,-6.7,49.3,0,0,0,,,,75.6,49.9,278.9,1013.3,41.5,15.8,118.1,10.3,5,,2014-01-18T07:38:56,2014-01-18T17:27:44,0.53,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-19,17.9,-6.1,5.3,17.9,-9.6,3.6,-6.4,49.5,0,0,0,,,,43.3,26.7,246.8,1014.5,0,16,138.5,11.9,6,,2014-01-19T07:38:26,2014-01-19T17:28:51,0.55,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-20,11.8,-7.1,2.5,11.8,-16.6,0.2,-6.2,56.3,0,0,0,,,,74.4,54.4,278.5,1017.5,8.1,16,122,10.5,5,,2014-01-20T07:37:55,2014-01-20T17:29:58,0.58,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-21,-5,-15.1,-9.5,-5.9,-24.2,-15.2,-20.1,44.6,0,0,0,,,,56.5,37.9,224.1,1029.1,5.6,16,117.6,10,5,,2014-01-21T07:37:22,2014-01-21T17:31:06,0.62,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-22,4.1,-11.8,-2.8,-0.5,-22.4,-8.4,-13.5,44.7,0,0,0,,,,58.3,35,278.4,1024,38.7,16,119.8,10.3,5,,2014-01-22T07:36:47,2014-01-22T17:32:14,0.67,Partially cloudy,Clearing in the afternoon.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-23,-7.2,-16.2,-12.7,-9.9,-26.3,-19.6,-21.9,47.5,0,0,0,,,,42.5,25.5,324,1042.5,0,16,132.3,11.5,6,,2014-01-23T07:36:09,2014-01-23T17:33:23,0.72,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-24,9.1,-13.5,-1.7,6.6,-20.6,-7.5,-15.3,36.3,0,0,0,,,,46.9,31.9,219.6,1023.8,23.6,16,134.6,11.6,6,,2014-01-24T07:35:30,2014-01-24T17:34:32,0.77,Partially cloudy,Becoming cloudy in the afternoon.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-25,9.7,-1.1,6,6.9,-2.6,3,-3.2,53.1,0,0,0,,,,49.4,34.3,264.3,1013.8,30.5,15.9,137.1,11.7,5,,2014-01-25T07:34:49,2014-01-25T17:35:41,0.82,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-26,15.7,-5.7,7.6,15.7,-14.2,4.6,-4.5,44.4,0,0,0,,,,76.3,46,287.4,1008.7,24.9,15.9,137.8,12,6,,2014-01-26T07:34:06,2014-01-26T17:36:51,0.88,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-27,-6.9,-13.9,-10.8,-12.8,-21.5,-17.9,-21.8,41.2,0,0,0,,,,68.2,46.7,286.6,1032.5,13.2,16,122,10.6,5,,2014-01-27T07:33:22,2014-01-27T17:38:01,0.92,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-28,-4,-16.4,-10.4,-7.3,-17.5,-12.8,-18.1,54.8,0,0,0,,,,37.1,16.2,209.4,1032.1,22.4,16,77,6.6,3,,2014-01-28T07:32:35,2014-01-28T17:39:11,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-29,8.8,-12.1,-1.8,5.1,-16.4,-5.2,-14.7,41.4,0,0,0,,,,43.9,30.7,182.5,1020.6,0,16,156.6,13.5,6,,2014-01-29T07:31:47,2014-01-29T17:40:21,0.99,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-30,8.8,-0.9,3,5.7,-6.8,-1.8,-10,38.6,0,0,0,,,,52.9,35.2,214.5,1009,28.5,16,95.6,8.2,5,,2014-01-30T07:30:57,2014-01-30T17:41:31,1,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-01-31,-1.2,-5.9,-4.6,-7.2,-13.2,-10.9,-9.9,67.7,0,0,0,,,,35.6,29,39.4,1017.2,99.2,13.2,75.6,6.5,3,,2014-01-31T07:30:05,2014-01-31T17:42:41,0,Overcast,Cloudy skies throughout the day.,cloudy,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-01,-1.9,-6.8,-4.5,-5.4,-13.2,-9.8,-8.2,75.3,4.64,100,25,snow,,,40.7,23.2,272.3,1017.6,90.7,12.8,49.4,4.2,2,,2014-02-01T07:29:12,2014-02-01T17:43:52,0.02,"Snow, Overcast",Cloudy skies throughout the day with early morning snow.,snow,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-02,-4,-13.3,-8.9,-5.2,-19.2,-12.7,-15.3,60.8,0,0,0,,,,40.7,21.6,127.8,1028.9,6.2,16,144.9,12.7,5,,2014-02-02T07:28:17,2014-02-02T17:45:02,0.05,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-03,1.2,-16.1,-7,-2.3,-20.3,-9.7,-12.9,65,0,0,0,,,,,18,89.1,1026.5,22,14.7,101.5,8.7,4,,2014-02-03T07:27:20,2014-02-03T17:46:12,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-04,-1.9,-9.2,-4.6,-6.1,-18.9,-11,-7.7,79.1,13.87,100,58.33,snow,,,55.3,34,51.4,1021.4,71.5,5.2,47.4,4.2,2,,2014-02-04T07:26:22,2014-02-04T17:47:22,0.13,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-05,-10.8,-17.1,-14.1,-20.7,-26.3,-23.2,-19.5,64.1,0.58,100,8.33,snow,,,55.9,36.6,331.8,1036,35,13.8,118.4,10.2,5,,2014-02-05T07:25:22,2014-02-05T17:48:32,0.18,"Snow, Partially cloudy",Becoming cloudy in the afternoon with early morning snow.,snow,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-06,-12.9,-20.4,-15.9,-13.2,-27.7,-20.8,-21.7,61.6,0,0,0,,,,,12.7,287.2,1038.2,57.3,16,154.2,13.3,6,,2014-02-06T07:24:20,2014-02-06T17:49:42,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-07,-9,-14.5,-11.6,-12.2,-19.1,-15,-17.8,60.4,0,0,0,,,,,14.2,120.3,1029.4,100,15.9,134.9,11.7,6,,2014-02-07T07:23:18,2014-02-07T17:50:52,0.28,Overcast,Cloudy skies throughout the day.,cloudy,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-08,-1.3,-8.9,-4.6,-1.3,-12.8,-7,-8.2,76.1,0,0,0,,,,,15.9,167.7,1021.5,99.6,9.5,111.2,9.6,4,,2014-02-08T07:22:13,2014-02-08T17:52:02,0.33,Overcast,Cloudy skies throughout the day.,cloudy,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-09,-3,-10.9,-6.8,-3,-18.5,-13,-11,72.5,1.33,100,12.5,snow,,,31.3,25.5,67,1027,93.6,8.7,86.9,7.4,4,,2014-02-09T07:21:07,2014-02-09T17:53:11,0.38,"Snow, Overcast",Cloudy skies throughout the day with snow in the morning and afternoon.,snow,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-10,-9.1,-12.2,-11.2,-9.1,-19.4,-17.5,-17.6,59.3,0,0,0,,,,,19,79.4,1033.5,99.7,16,139.4,12,6,,2014-02-10T07:20:00,2014-02-10T17:54:21,0.41,Overcast,Cloudy skies throughout the day.,cloudy,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-11,-5.9,-13.9,-10.6,-9.6,-20.2,-15,-18,55.1,0,0,0,,,,,16,101,1030.8,49.5,15.7,176.9,15.3,7,,2014-02-11T07:18:52,2014-02-11T17:55:30,0.45,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-12,0,-12.1,-4.3,-1.1,-17.3,-8,-10.1,64,0,0,0,,,,,18.2,219,1020,55.8,12,111.9,9.7,5,,2014-02-12T07:17:42,2014-02-12T17:56:39,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-13,8.1,-3.3,1.7,7,-6.7,-0.6,-3.6,69.7,0,0,0,,,,,18.3,239.8,1011.2,5,12.1,179.3,15.4,7,,2014-02-13T07:16:31,2014-02-13T17:57:47,0.49,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-14,5.9,-7.3,0,2.3,-11,-3.9,-4.5,71.9,0,0,0,,,,51.5,35.1,256.3,1012.7,30.9,13.4,175.4,15.2,7,,2014-02-14T07:15:18,2014-02-14T17:58:56,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-15,8.1,-8.4,0.2,6.4,-11.3,-2.4,-5.1,68.7,0,0,0,,,,31.3,19.6,166.7,1016.5,42.4,12.1,147,12.6,5,,2014-02-15T07:14:05,2014-02-15T18:00:04,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-16,4.1,-4.9,0.3,0.2,-7.3,-2.7,-3.3,77,0,0,0,,,,,22.9,172,1018.8,15.8,12.4,136.9,11.6,6,,2014-02-16T07:12:50,2014-02-16T18:01:12,0.52,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-17,13.2,1.9,6.6,13.2,-2.2,4.6,-2.2,56.7,0,0,0,,,,47.3,31,221.6,1013.9,28.8,15,191.2,16.5,7,,2014-02-17T07:11:34,2014-02-17T18:02:19,0.53,Partially cloudy,Clearing in the afternoon.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-18,20.5,3.3,11.3,20.5,2.5,10.3,-2.6,40,0,0,0,,,,46.6,29.8,244.3,1010.1,0,16,182.9,15.8,7,,2014-02-18T07:10:17,2014-02-18T18:03:26,0.56,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-19,12.8,-2.1,5.8,12.8,-2.1,4.6,-1.6,61.8,0.6,100,8.33,rain,,,,21.6,131,1011.4,39.4,15.8,69.6,5.9,3,,2014-02-19T07:08:59,2014-02-19T18:04:33,0.6,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-20,8.9,1.7,5.5,7.2,-4.9,2,0.7,72.6,6.68,100,41.67,"rain,snow",,,70.3,45.2,216.5,1002.1,73.8,12.9,124.4,10.7,6,,2014-02-20T07:07:40,2014-02-20T18:05:40,0.64,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-21,15,-2.1,5.5,15,-4.4,3.9,-6.5,45.5,0,0,0,,,,47.6,31.9,225.6,1012.2,1,16,198,17.1,7,,2014-02-21T07:06:20,2014-02-21T18:06:46,0.69,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-22,13.9,-3.2,3.8,13.9,-4.8,2.4,-3.5,62.4,0,0,0,,,,35.9,27.4,81,1014.6,0.6,16,195,16.9,7,,2014-02-22T07:04:59,2014-02-22T18:07:52,0.74,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-23,1.7,-3.1,-0.9,-3.2,-8.4,-5.8,-9.4,53,0,0,0,,,,33.5,23.8,37.1,1025.8,68.5,16,198.2,17.1,7,,2014-02-23T07:03:37,2014-02-23T18:08:58,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-24,4.2,-3,-0.1,0.9,-7.2,-4,-10.5,46.5,0,0,0,,,,33.5,21.3,65.9,1026,74,16,168.8,14.6,6,,2014-02-24T07:02:14,2014-02-24T18:10:03,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-25,-2.1,-8.3,-4.7,-4.6,-15.2,-10.4,-10.4,65.2,0.25,100,4.17,snow,,,35.3,26.5,159.3,1029.1,72.1,15,126.9,10.9,4,,2014-02-25T07:00:50,2014-02-25T18:11:08,0.9,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-26,-0.1,-13.9,-6.2,-3.5,-19.1,-11.3,-14.1,55.1,0,0,0,,,,46.4,25,281.5,1025.9,5.8,16,219.3,19.1,8,,2014-02-26T06:59:26,2014-02-26T18:12:13,0.95,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-27,1,-7,-3.2,-3.1,-13.4,-8,-13.3,49.6,0,0,0,,,,33.5,22.9,122.2,1018.4,6.7,15.9,215.1,18.5,8,,2014-02-27T06:58:00,2014-02-27T18:13:17,0.98,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-02-28,10.8,-5,2.5,10.8,-10.5,-1.1,-7.6,48.2,0,0,0,,,,42.5,25,125.6,1011.6,43.8,15.6,142.8,12.3,6,,2014-02-28T06:56:34,2014-02-28T18:14:21,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-01,-0.8,-13.2,-6.5,-6.2,-23.8,-14.2,-10.9,71.2,2.12,100,8.33,snow,,,47.2,36.3,58.6,1024.7,100,10.7,118.3,10.3,5,,2014-03-01T06:55:07,2014-03-01T18:15:25,0,"Snow, Overcast",Cloudy skies throughout the day with late afternoon snow.,snow,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-02,-13.4,-15.9,-15.3,-23.4,-27.5,-25.5,-20.9,63,2.37,100,29.17,snow,,,48.3,32.8,137.5,1034.5,67.4,12,93.3,8.1,5,,2014-03-02T06:53:39,2014-03-02T18:16:29,0.01,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-03,-6.2,-19.1,-12.2,-11.2,-26.4,-17.6,-21.3,47.7,0,0,0,,,,38.9,22.6,152.2,1033.2,3.1,16,216.2,18.7,7,,2014-03-03T06:52:11,2014-03-03T18:17:32,0.03,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-04,6.1,-9.5,-2.3,3,-14.7,-6.2,-10.5,53.7,0,0,0,,,,27.7,22,172.7,1020.2,0,15.9,215.1,18.5,8,,2014-03-04T06:50:42,2014-03-04T18:18:35,0.06,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-05,6,-1.9,0.6,2.4,-5,-2.1,-3.7,73.6,0,0,0,,,,,24.1,108.6,1022.5,38.6,10,90.4,7.7,4,,2014-03-05T06:49:13,2014-03-05T18:19:37,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-06,8.8,-5.2,1.8,6.2,-5.2,0.3,-3,71.8,0,0,0,,,,,22,165,1021.4,25,6,215,18.5,8,,2014-03-06T06:47:43,2014-03-06T18:20:39,0.15,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-07,17.7,1.1,7.9,17.7,-4.2,5.6,0.4,62,0,0,0,,,,48,36.1,158.5,1012.6,18.9,10.7,142.8,12.3,6,,2014-03-07T06:46:12,2014-03-07T18:21:41,0.2,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-08,5.7,-3.1,0.9,3.1,-7.9,-3.2,-5.6,62.7,0,0,0,,,,46.4,28.4,207.9,1025,55.9,14.8,131.6,11.4,5,,2014-03-08T06:44:41,2014-03-08T18:22:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-09,18.7,-5.7,6.2,18.7,-8.7,5.5,-4.7,52.4,0,0,0,,,,48,32.7,227.8,1022,0,14.1,242.9,20,8,,2014-03-09T07:43:09,2014-03-09T19:23:45,0.3,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-10,24.5,7.6,14.5,24.5,5.4,13.7,-1.6,34.8,0,0,0,,,,37.1,19,224.2,1008.9,0,15.9,209.9,18,8,,2014-03-10T07:41:37,2014-03-10T19:24:46,0.34,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-11,24.2,4.1,12.6,24.2,-2.1,11.4,2.5,51.7,0,0,0,,,,69.4,45.4,247.3,1001.9,31.3,16,165.4,14.2,7,,2014-03-11T07:40:05,2014-03-11T19:25:47,0.38,Partially cloudy,Becoming cloudy in the afternoon.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-12,13.8,-0.2,6.3,13.8,-4.2,3.7,-3.5,52.7,0,0,0,,,,49.7,32.6,279.8,1021,25.9,16,238.1,20.6,8,,2014-03-12T07:38:32,2014-03-12T19:26:48,0.42,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-13,21.6,-1.2,9.7,21.6,-1.2,9.4,-5.2,43.4,0,0,0,,,,42.5,23.8,174.6,1016.2,0,16,244.2,21,8,,2014-03-13T07:36:59,2014-03-13T19:27:48,0.45,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-14,19.1,5.4,13.5,19.1,5.4,13.5,-5.7,27,0,0,0,,,,50,30.5,258.3,1011.8,0,16,240.2,20.6,8,,2014-03-14T07:35:26,2014-03-14T19:28:49,0.48,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-15,23.1,0.5,11.9,23.1,-1.5,11.8,0.4,49.5,6.28,100,16.67,rain,,,52.7,37.3,118.3,1011.8,13.4,15.7,232.8,20.1,8,,2014-03-15T07:33:52,2014-03-15T19:29:49,0.49,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-16,8,-1.1,2.8,3.1,-7.9,-2.3,-4.9,58.8,0,0,0,,,,64.2,43.4,44,1021.3,52.3,15.6,240.1,20.9,8,,2014-03-16T07:32:18,2014-03-16T19:30:49,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-17,13.8,-5.3,3.9,13.8,-8.9,1.9,-6,52.3,0,0,0,,,,44.2,29.8,150.7,1010.2,0,15.9,241.1,20.9,8,,2014-03-17T07:30:44,2014-03-17T19:31:48,0.51,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-18,17.8,7.7,11.6,17.8,4.1,9.7,-0.9,42.9,0,0,0,,,,48.3,36.7,195.4,998.3,11.1,16,230.2,19.6,8,,2014-03-18T07:29:10,2014-03-18T19:32:48,0.52,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-19,13.7,2,6.8,13.7,-4.1,4,-3.1,53.3,0.25,100,4.17,rain,,,53.6,33,295.7,1017.3,42.7,15,259.3,22.4,9,,2014-03-19T07:27:35,2014-03-19T19:33:47,0.54,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-20,22.8,-0.8,10.9,22.8,-3.5,10.5,-4.3,42,0,0,0,,,,58.6,38.9,222.8,1014.9,0,15.6,244,21.1,8,,2014-03-20T07:26:01,2014-03-20T19:34:47,0.57,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-03-21,18.1,5.2,12,18.1,3.4,11.5,-1.7,40.7,0,0,0,,,,51.4,36.7,283.3,1011.7,0,15.9,141.9,12.3,5,,2014-03-21T07:24:26,2014-03-21T19:35:46,0.62,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
