name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kansas,2015-03-15,24,-0.5,11.7,24,-0.5,11.7,-2,48.5,0,0,0,,,,40.3,27.7,180.7,1023.5,0,15.4,201.6,17.3,8,,2015-03-15T07:34:15,2015-03-15T19:29:34,0.85,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-16,29,7.6,19.2,27.4,6.5,18.8,3,40.3,0,0,0,,,,51.8,35.3,216,1015.4,0,16,249.9,21.7,8,,2015-03-16T07:32:41,2015-03-16T19:30:34,0.9,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-17,19.9,3.9,9.9,19.9,-0.6,7.9,-3.1,43.8,0,0,0,,,,59.3,35.8,38.5,1025,3.8,16,232.2,20,8,,2015-03-17T07:31:07,2015-03-17T19:31:34,0.94,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-18,7.4,3.3,5.2,4.4,-0.3,1.8,-2.7,60.9,8.5,100,45.83,rain,,,,21.4,78.8,1022.2,69,12.6,67.3,5.8,2,,2015-03-18T07:29:33,2015-03-18T19:32:34,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-19,6.1,3.2,4.2,5.1,-0.1,2.3,1.1,81.3,1.15,100,20.83,rain,,,,13.8,100.8,1019.8,100,11.3,82.5,7.1,4,,2015-03-19T07:27:59,2015-03-19T19:33:33,1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-20,20.6,-1.5,8.9,20.6,-3.4,8.6,1.6,64.1,0,0,0,,,,,14.6,122,1020.9,13,10.3,237.9,20.7,8,,2015-03-20T07:26:24,2015-03-20T19:34:32,0,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-21,22.8,4.2,14.1,22.8,4.2,14,4,53.7,0,0,0,,,,,17.1,166.2,1019.2,0,16,238.7,20.8,8,,2015-03-21T07:24:49,2015-03-21T19:35:32,0.01,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-22,22.9,4.3,14,22.9,4.3,14,4.7,59.2,0,0,0,,,,35.3,22.6,103.5,1015.8,1,14.5,239.9,20.7,8,,2015-03-22T07:23:15,2015-03-22T19:36:31,0.03,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-23,15.5,2.4,10.5,15.5,-1.7,9.4,1.6,54.9,0,0,0,,,,,22.3,193.6,1018.2,27.2,15.8,170.5,14.9,6,,2015-03-23T07:21:40,2015-03-23T19:37:30,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-24,11.3,5.7,8.6,11.3,1.2,6.4,4.7,76.7,1.21,100,20.83,rain,,,44.4,31.4,164.8,1012.6,98.6,14.4,96.4,8.3,3,,2015-03-24T07:20:05,2015-03-24T19:38:28,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-25,11.2,5,6.9,11.2,0.9,4.9,4.7,86.5,6.56,100,20.83,rain,,,47.9,33,113.8,1017,90.5,8.7,111,9.5,4,,2015-03-25T07:18:30,2015-03-25T19:39:27,0.16,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-26,11.8,0.1,6.1,11.8,-3.1,3.7,-1.1,63.7,1.74,100,4.17,rain,,,42.5,25.8,244.7,1021.9,30.3,15.9,264,22.8,9,,2015-03-26T07:16:55,2015-03-26T19:40:26,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-27,6.9,0.8,4,6.8,-3.1,0.8,-3.4,62.6,0.38,100,4.17,rain,,,38.9,23.5,194.2,1022.9,68.9,15.4,230.4,19.9,9,,2015-03-27T07:15:21,2015-03-27T19:41:24,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-28,13.5,3.5,7.9,13.5,-1.2,5.8,-1.9,50.4,0,0,0,,,,40.7,28.3,116.7,1019.6,25.4,16,254.1,21.9,8,,2015-03-28T07:13:46,2015-03-28T19:42:23,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-29,21.2,4.5,11.5,21.2,0.3,10.2,3,58.9,0,0,0,,,,55.9,40.9,242.7,1016.6,2.4,16,215,18.7,8,,2015-03-29T07:12:12,2015-03-29T19:43:21,0.35,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-30,23.9,1,12.8,23.9,-0.8,12.6,-0.3,50.3,0,0,0,,,,39.5,26.8,192.3,1019,0,15.7,272.3,23.6,9,,2015-03-30T07:10:38,2015-03-30T19:44:19,0.4,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-03-31,25.6,5.8,16.2,25.6,5.8,16.2,1.7,43.4,0,0,0,,,,33.5,21.3,140.7,1014,0,14,271.8,23.4,9,,2015-03-31T07:09:03,2015-03-31T19:45:18,0.43,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-01,27.4,10.4,18,27,10.4,17.9,7.6,52.3,0,0,0,,,,52.2,37.7,134.9,1008.3,1,16,246.9,21.4,8,,2015-04-01T07:07:30,2015-04-01T19:46:16,0.46,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-02,20.6,12.4,17.3,20.6,12.4,17.3,10.1,65.4,3.27,100,8.33,rain,,,51.9,28,85.8,1007.8,45.2,15.8,233.7,20.3,8,,2015-04-02T07:05:56,2015-04-02T19:47:14,0.48,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-03,15,3.1,8.9,15,1.6,7.1,0.3,56.5,2,100,16.67,rain,,,52.2,33.8,285.3,1021.8,46.6,15.9,272.4,23.5,9,,2015-04-03T07:04:23,2015-04-03T19:48:12,0.5,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-04,17.3,-1.7,8,17.3,-1.7,7.8,-4.3,49.2,0,0,0,,,,39.4,24.4,182.1,1026.6,0.2,15.5,275.7,23.9,9,,2015-04-04T07:02:50,2015-04-04T19:49:10,0.5,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-05,17.9,5.5,11.1,17.9,5.5,10.9,2.5,57.1,0,0,0,,,,49.6,31.9,141.2,1014.9,36.7,15.7,220.1,19.2,8,,2015-04-05T07:01:17,2015-04-05T19:50:09,0.51,Partially cloudy,Becoming cloudy in the afternoon.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-06,20.2,10.6,14.5,20.2,10.6,14.5,11.3,81.9,0,0,0,,,,33.5,24.3,145.4,1009.3,88.5,15.4,246.2,21.2,9,,2015-04-06T06:59:45,2015-04-06T19:51:07,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-07,29.5,12.4,20.8,28.5,12.4,20.7,14.8,72.9,0,0,0,,,,41.2,28.3,187.9,1007.8,59.7,13.2,274.7,23.7,9,,2015-04-07T06:58:13,2015-04-07T19:52:05,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-08,25.2,10,15.8,25.2,10,15.8,12.5,82.2,0,0,0,,,,44.9,24.8,150.3,1008.1,84.1,8.4,201.2,17.4,7,,2015-04-08T06:56:42,2015-04-08T19:53:03,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-09,22.4,5.7,15,22.4,2.5,14.2,9.8,71.3,0.3,100,8.33,rain,,,59.3,38.3,240,1006.3,77.2,15.8,221.3,19.1,7,,2015-04-09T06:55:11,2015-04-09T19:54:01,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-10,20.6,4.1,12,20.6,1.2,10.7,0.1,50.5,0,0,0,,,,33.9,21.7,240.3,1020.3,0.2,16,278.2,24,9,,2015-04-10T06:53:40,2015-04-10T19:54:59,0.67,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-11,22.7,7.2,15,22.7,7.2,14.9,3.9,49.7,0,0,0,,,,46.4,29.2,124.2,1019,28.5,15.4,213,18.2,7,,2015-04-11T06:52:10,2015-04-11T19:55:58,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-12,20.7,11.8,16,20.7,11.8,16,11.4,74.8,10.9,100,25,rain,,,58.1,30,156,1011.4,65.9,15.5,148.8,12.7,5,,2015-04-12T06:50:41,2015-04-12T19:56:56,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-13,18.3,10.3,14.6,18.3,10.3,14.6,5.2,57.2,10.1,100,20.83,rain,,,61.4,35.5,133.5,1020.1,12.5,15.2,133.2,11.5,5,,2015-04-13T06:49:12,2015-04-13T19:57:54,0.83,Rain,Clear conditions throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-14,21.7,7,14.2,21.7,7,14.2,2.3,49.8,0,0,0,,,,42.5,25.6,125.3,1022.1,15.3,16,185.2,15.9,7,,2015-04-14T06:47:44,2015-04-14T19:58:52,0.88,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-15,15.6,10.7,13.8,15.6,10.7,13.8,8,69,0,0,0,,,,37.3,26.2,108.7,1016.1,100,16,157.9,13.7,5,,2015-04-15T06:46:17,2015-04-15T19:59:51,0.93,Overcast,Cloudy skies throughout the day.,cloudy,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-16,24.3,12.3,17.7,24.3,12.3,17.7,13,76.1,0,0,0,,,,25.9,14.5,115.3,1016.4,49.1,15.1,253.2,21.9,8,,2015-04-16T06:44:50,2015-04-16T20:00:49,0.97,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-17,23.5,11.3,18,23.5,11.3,18,13.7,76.9,1.08,100,4.17,rain,,,,19,95.1,1015.9,29.4,14.6,206.2,17.7,8,,2015-04-17T06:43:24,2015-04-17T20:01:47,0.99,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-18,19,14.3,16.2,19,14.3,16.2,14,86.8,16.87,100,29.17,rain,,,51.8,16.8,134.3,1011.9,56.6,14.1,155.9,13.4,6,,2015-04-18T06:41:58,2015-04-18T20:02:46,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-19,18,10.2,13.4,18,10.2,13.4,9.7,78.7,2.06,100,25,rain,,,53.6,33,292,1006.8,74.4,15.5,100.6,8.7,4,,2015-04-19T06:40:33,2015-04-19T20:03:44,0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-20,15.5,6.1,10.7,15.5,3.1,9.5,-0.6,48.4,0,0,0,,,,62.5,37.4,292.1,1010.8,28.1,16,318.6,27.6,10,,2015-04-20T06:39:10,2015-04-20T20:04:43,0.02,Partially cloudy,Becoming cloudy in the afternoon.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-21,21.7,4,13.3,21.7,4,13,0.1,45.5,0,0,0,,,,59,31.2,257.9,1010.6,32.8,16,312.3,27,10,,2015-04-21T06:37:47,2015-04-21T20:05:41,0.05,Partially cloudy,Clearing in the afternoon.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-22,14.5,3.5,9.2,14.5,-0.2,8,-2.2,47.1,0,0,0,,,,25.9,17.3,92.2,1017.3,8,16,318.6,27.7,10,,2015-04-22T06:36:24,2015-04-22T20:06:39,0.09,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-23,18,5.9,12.3,18,4.6,12.2,0.5,48.1,0,0,0,,,,33.5,25.3,125,1017,75.4,16,296.6,25.7,9,,2015-04-23T06:35:03,2015-04-23T20:07:38,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-24,18,12.3,15.2,18,12.3,15.2,9.6,70.1,0.25,100,4.17,rain,,,48,30.6,136,1006.5,96.6,15.7,217.5,18.9,7,,2015-04-24T06:33:43,2015-04-24T20:08:36,0.18,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-25,18.8,10,14.5,18.8,10,14.5,12,85.2,10.63,100,33.33,rain,,,40.7,26.1,199.6,1000.3,98,14.6,172.7,14.7,6,,2015-04-25T06:32:23,2015-04-25T20:09:35,0.23,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-26,16.7,9.6,11.9,16.7,6.7,11.3,6.7,71.8,0,0,0,,,,35.3,25.5,52.6,1013.3,72.1,14.5,296.8,25.8,9,,2015-04-26T06:31:05,2015-04-26T20:10:33,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-27,18.9,4.8,12.3,18.9,3.6,11.8,3.1,56.7,0,0,0,,,,40.1,28,67.8,1019,0,16,227.6,19.7,7,,2015-04-27T06:29:47,2015-04-27T20:11:31,0.32,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-28,22.4,5,14.1,22.4,5,14.1,3.9,55.3,0,0,0,,,,33.5,21,304.8,1019.8,0,16,305.9,26.5,9,,2015-04-28T06:28:31,2015-04-28T20:12:30,0.37,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-29,22.3,7.4,15.5,22.3,6.2,15.3,5.5,54.5,0,0,0,,,,36.8,26.7,312.6,1015.5,0.2,15.9,324.1,28,10,,2015-04-29T06:27:16,2015-04-29T20:13:28,0.4,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-04-30,23.9,5.2,15.7,23.9,5.2,15.6,3.8,52.4,0,0,0,,,,33.7,14.2,159.7,1015.5,0,15.6,335.6,29,10,,2015-04-30T06:26:01,2015-04-30T20:14:26,0.44,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-01,25.1,8,17.1,25.1,8,17.1,5.7,51.6,0,0,0,,,,,15,112.2,1018.3,6.3,16,264.9,22.8,8,,2015-05-01T06:24:48,2015-05-01T20:15:24,0.47,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-02,25.7,13.3,19,25.7,13.3,19,9.3,54.1,0,0,0,,,,46.5,32.5,146.4,1014.4,44,16,281.6,24.4,9,,2015-05-02T06:23:36,2015-05-02T20:16:22,0.49,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-03,29.4,17.3,22.9,28.9,17.3,22.9,13.4,56.4,2.61,100,20.83,rain,,,46.7,33.6,179.8,1009.6,10.3,15.9,266.9,22.9,8,,2015-05-03T06:22:26,2015-05-03T20:17:20,0.5,Rain,Clear conditions throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-04,29.3,17.2,21.9,29.2,17.2,21.9,14.6,65.1,6.28,100,20.83,rain,,,55.5,29.9,184.3,1014.8,35.8,15.9,192,16.6,8,,2015-05-04T06:21:16,2015-05-04T20:18:18,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-05,26.9,15.1,20.2,26.9,15.1,20.2,15.2,76.3,6.39,100,33.33,rain,,,67.7,26,133,1017,69.1,14.8,260.5,22.4,9,,2015-05-05T06:20:08,2015-05-05T20:19:15,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-06,22.4,17.9,20,22.4,17.9,20,15.9,78.5,12.98,100,41.67,rain,,,62.6,36.2,142.2,1011.2,82.1,15.4,210.7,18.2,6,,2015-05-06T06:19:01,2015-05-06T20:20:13,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-07,22.9,17.2,20.3,22.9,17.2,20.3,15.6,74.9,8.57,100,41.67,rain,,,46.8,33.1,173.9,1010,74.5,15,129.5,11.3,4,,2015-05-07T06:17:55,2015-05-07T20:21:10,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-08,20.7,15.7,17.8,20.7,15.7,17.8,14.8,82.6,0.82,100,20.83,rain,,,,16.2,71.5,1014.5,84.8,15.8,286.7,24.9,9,,2015-05-08T06:16:51,2015-05-08T20:22:07,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-09,24.3,14.7,18.8,24.3,14.7,18.8,15.7,82.6,4.31,100,16.67,rain,,,50,25.7,64.5,1013.5,71.7,15.5,212.3,18.3,7,,2015-05-09T06:15:48,2015-05-09T20:23:04,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-10,22.9,14.4,18.8,22.9,14.4,18.8,15.8,83.5,11.19,100,29.17,rain,,,55.4,23.6,175,1009.4,61.9,15.3,154.8,13.3,6,,2015-05-10T06:14:46,2015-05-10T20:24:00,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-11,16.8,6.7,12,16.8,3.6,11.2,3.7,58.3,0,0,0,,,,51.8,33.2,280.3,1016.9,20.1,16,347,30,10,,2015-05-11T06:13:46,2015-05-11T20:24:56,0.76,Partially cloudy,Becoming cloudy in the afternoon.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-12,21.2,6.1,13.8,21.2,4.2,13.3,4.4,55.9,0,0,0,,,,,16.3,194.5,1025,0,16,337.5,29.1,10,,2015-05-12T06:12:47,2015-05-12T20:25:52,0.81,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-13,20.1,8.3,14.6,20.1,7.1,14.5,8.9,70.5,1.74,100,20.83,rain,,,42.5,33.1,106.3,1022.9,37,15.8,208.9,18.1,8,,2015-05-13T06:11:50,2015-05-13T20:26:47,0.87,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-14,25,13.8,18,25,13.8,18,15.4,86,21.52,100,54.17,rain,,,40.7,24,160,1014.2,81.5,11.4,250.5,21.4,8,,2015-05-14T06:10:55,2015-05-14T20:27:42,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-15,25.7,15.1,20.6,25.7,15.1,20.6,17.1,82,0.12,100,4.17,rain,,,53.6,25.2,128.5,1012,50.9,13.2,145.2,12.6,5,,2015-05-15T06:10:00,2015-05-15T20:28:37,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-16,26.2,16.7,21.5,26.2,16.7,21.5,18,81.7,36.56,100,37.5,rain,,,44.6,25.6,179.9,1009,76.7,14.6,215.3,18.6,8,,2015-05-16T06:09:08,2015-05-16T20:29:31,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-17,27.7,16.8,21.9,27.5,16.8,21.8,14.7,67.4,8.78,100,16.67,rain,,,50.3,33.2,181.3,1008,40.6,15.8,336.2,29,10,,2015-05-17T06:08:17,2015-05-17T20:30:25,1,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-18,19.6,12.4,16.7,19.6,12.4,16.7,10.2,66.4,0,0,0,,,,37.1,26.9,206.9,1021.7,1.9,16,346,29.9,10,,2015-05-18T06:07:27,2015-05-18T20:31:18,0,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-19,14.5,8,11.5,14.5,6.4,11.1,6.5,72.2,0.35,100,12.5,rain,,,31.7,24.1,65.3,1024.3,25.2,15.9,155,13.5,6,,2015-05-19T06:06:39,2015-05-19T20:32:11,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-20,12.2,9.5,10.7,12.2,6.5,10.4,8.6,86.9,27.12,100,37.5,rain,,,40.7,22.5,202.6,1020.7,100,13.6,146.2,12.6,4,,2015-05-20T06:05:53,2015-05-20T20:33:03,0.03,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-21,20,6.2,13.6,20,4.5,13,6.7,66.5,0,0,0,,,,35.3,17.7,189,1024.6,25.5,15.3,351.8,30.2,10,,2015-05-21T06:05:09,2015-05-21T20:33:54,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-22,18.3,8.3,13.8,18.3,8.3,13.8,8.7,72.9,0.31,100,4.17,rain,,,,17.8,117.8,1023.4,47.6,15.5,189,16.4,7,,2015-05-22T06:04:26,2015-05-22T20:34:45,0.1,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-23,18.9,14.3,16.7,18.9,14.3,16.7,14,84.6,34.91,100,37.5,rain,,,44.6,28.4,124.2,1020.1,100,12.5,140.7,12.2,4,,2015-05-23T06:03:45,2015-05-23T20:35:35,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-24,21.7,16.8,19.1,21.7,16.8,19.1,16.7,86.4,17.54,100,25,rain,,,46.1,27.1,190,1010.8,88.1,15.1,152.3,13,6,,2015-05-24T06:03:05,2015-05-24T20:36:24,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-25,26.8,15.7,20.8,27.9,15.7,20.8,16.7,78.8,6.42,100,29.17,rain,,,53.6,33.7,152.5,1009.7,54.3,14.9,190.2,16.3,6,,2015-05-25T06:02:28,2015-05-25T20:37:13,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-26,25.7,15.7,20.3,25.7,15.7,20.3,15.3,75.3,9.02,100,29.17,rain,,,47.4,34.1,238.3,1010.6,60.1,15.2,319.6,27.7,10,,2015-05-26T06:01:52,2015-05-26T20:38:01,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-27,27.3,13.9,21.3,27.2,13.9,21.3,13.7,65.5,0,0,0,,,,,19.4,152.3,1017,14,16,338.2,29.1,10,,2015-05-27T06:01:18,2015-05-27T20:38:48,0.33,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-28,24.3,17.9,20.5,24.3,17.9,20.5,17.1,81.5,8.43,100,16.67,rain,,,51.8,21.4,117.3,1016.3,45.4,15.3,98.4,8.5,3,,2015-05-28T06:00:46,2015-05-28T20:39:34,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-29,22.8,18.8,20.3,22.8,18.8,20.3,18.4,88.9,3.04,100,45.83,rain,,,53.6,25.6,155.9,1013.7,66,15.8,110.2,9.3,3,,2015-05-29T06:00:15,2015-05-29T20:40:19,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-05-30,19.3,12.9,15.5,19.3,12.9,15.5,13,85.6,0.25,100,4.17,rain,,,44.6,26.8,298.1,1019,96.4,13.4,274,23.6,9,,2015-05-30T05:59:47,2015-05-30T20:41:03,0.45,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
